price,location,house_type,rooms,bathrooms,rent_duration,property address,estate name,property size,condition,furnishing,pets,facilities,service charge,agency fee,legal and agreement fee,caution fee,housing quality,total rooms,parking space,smoking,parties,broker fee,new property,furnished
"₦ 2,500,000","Abuja, Lokogoma",Duplex,4 bedrooms,5 bathrooms,per annum,urban shelter estate,urban shelter estate lokogoma,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 2,500,000",none,Duplex,4 bedrooms,4 bathrooms,per annum,"Kanma estate, Behind Penthouse estate, Lugbe accross AbujaFc",Kanma Estate,120 sqm,Newly Built,Unfurnished,No Pets,"24 Hours Electricity,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling",,250000.0,125000.0,0.0,,,,,,,,
"₦ 2,000,000","Abuja, Gwarinpa",Block of Flats,4 bedrooms,5 bathrooms,anually,1st avenue Gwarinpa,,100 sqm,Fairly Used,Unfurnished,Pets Allowed,24 Hours Electricity,,50.0,50.0,150000.0,,,,,,,,
"₦ 4,000,000","Abuja, Gwarinpa",Duplex,4 bedrooms,5 bathrooms,per annum,2nd avenue Gwarinpa,Gwarinpa Estate,100 sqm,Fairly Used,Unfurnished,Pets Allowed,24 Hours Electricity,,,,,,,,,,,,
"₦ 2,800,000","Abuja, Gwarinpa",Duplex,4 bedrooms,5 bathrooms,anually,2nd avenue Gwarinpa,Gwarinpa Estate,50 sqm,Fairly Used,Unfurnished,Pets Allowed,24 Hours Electricity,,50.0,50.0,0.0,,,,,,,,
"₦ 2,000,000","Abuja, Gwarinpa",Block of Flats,4 bedrooms,5 bathrooms,anually,1st avenue Gwarinpa,,100 sqm,Fairly Used,Unfurnished,Pets Allowed,24 Hours Electricity,,50.0,50.0,150000.0,,,,,,,,
"₦ 3,500,000","Abuja, Gwarinpa",Bungalow,4 bedrooms,5 bathrooms,per annum,Gwarinpa Estate,Gwarinpa Estate,50 sqm,Newly Built,Semi-Furnished,Pets Allowed,24 Hours Electricity,,,,,,,,,,,,
"₦ 2,500,000",none,Duplex,4 bedrooms,5 bathrooms,anually,"River Park Estate, Airport Road Abuja.",,550 sqm,Newly Built,Semi-Furnished,Pets Allowed,,,,,,Standard,4.0,Yes,,,Yes,,
"₦ 6,500,000","Lagos, Lekki, Ikate-Elegushi",Duplex,4 bedrooms,4 bathrooms,per annum,lekki lagos,,,Newly Built,Unfurnished,,"Tiled Floor,Dining Area,Kitchen Shelf,Dishwasher,Hot Water,Chandelier,Pop Ceiling,Apartment,Kitchen Cabinets,Balcony,Pre Paid Meter",,,,,,,,,,,,
"₦ 3,000,000","Lagos, Lekki",Duplex,4 bedrooms,5 bathrooms,per annum,orchid road by. 2nd toll gate LEKkI Lagos,buene vista Estate,300 sqm,Fairly Used,Unfurnished,Pets Allowed,"Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Wardrobe",,,,,,,,,,,,
"₦ 27,000,000","Lagos, Ikoyi, Banana Island",Apartment,4 bedrooms,4 bathrooms,per quarter,"Banana Island Ikoyi, Lagos",,,Newly Built,Unfurnished,,"Kitchen Shelf,Pre Paid Meter,Microwave,Chandelier,Tiled Floor,Balcony,24 Hours Electricity,Hot Water,Kitchen Cabinets,Dining Area,Apartment,Pop Ceiling,Air Conditioning,Wardrobe",,,,,,,,,,,,
"₦ 65,000","Lagos, Ikeja",Duplex,4 bedrooms,4 bathrooms,anually,Works Road,Emeka Anyaoku Estate,,Newly Built,Furnished,No Pets,"Air Conditioning,24 Hours Electricity,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",,,,,,,,,,,,
"₦ 2,000,000","Lagos, Lekki, Lekki Phase 2",Duplex,4 bedrooms,5 bathrooms,per annum,By Novara ShopRite Lekki Ajah Lagos,On monastery road,3000 sqm,Fairly Used,Semi-Furnished,,"Tiled Floor,Pop Ceiling,Chandelier,Wardrobe,Balcony,Apartment,Pre Paid Meter,Dining Area,Kitchen Cabinets,Kitchen Shelf,Dishwasher,Hot Water",,,,,,,,,,,,
"₦ 1,000,000",none,Bungalow,4 bedrooms,5 bathrooms,per annum,"4A, C Close, Ogun State","Goodwill Estate, Mapara via Magboro",395 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Hot Water,Balcony,Tiled Floor,Pop Ceiling,Dishwasher,Dining Area",Yes,100000.0,100000.0,100000.0,,,,,,,,
"₦ 3,500,000","Lagos, Lekki",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,5.0,Yes,,,,Yes,Yes
"₦ 2,000,000","Lagos, Ajah, Crown Estate",Duplex,4 bedrooms,5 bathrooms,per annum,"Estate around Crown Estate, Sangotedo axis, Ajah, Lekki.",,,,Unfurnished,,,,,,,,,,,,,,
"₦ 1,000,000",none,Duplex,4 bedrooms,5 bathrooms,per annum,Akala Express,"Olusetan, Elebu",,Newly Built,Semi-Furnished,,"Hot Water,Kitchen Shelf,Pop Ceiling,Tiled Floor,Chandelier,Dishwasher,Balcony,Kitchen Cabinets,Dining Area,Wardrobe",Yes,200000.0,100000.0,100000.0,,,,,,,,
"₦ 1,200,000","Enugu, Enugu / Enugu State",Bungalow,4 bedrooms,4 bathrooms,per quarter,GRA,GRA,1300 sqm,Fairly Used,Semi-Furnished,,,,,,,,,,,,,,
"₦ 2,000,000","Lagos, Ajah",Duplex,4 bedrooms,4 bathrooms,per annum,"near lbs, Ajah lekki",,,,Furnished,,,,,,,,,,,,,,
"₦ 2,500,000","Lagos, Ajah, Olokonla",Duplex,4 bedrooms,5 bathrooms,per annum,"After LBS, Olokonla, Ajah axis, Lekki.",Estate.,650 sqm,Newly Built,Unfurnished,Pets Allowed,"Pop Ceiling,Chandelier,Dining Area,Microwave,Balcony,Kitchen Cabinets,Pre Paid Meter,Wardrobe,Hot Water,Dishwasher,Kitchen Shelf,Tiled Floor",,250000.0,250000.0,200000.0,,,,,,,,
"₦ 8,000,000","Abuja, Guzape District",Townhouse/Terrace,4 bedrooms,5 bathrooms,per annum,Guzape Close to COZA church,,,Newly Built,Semi-Furnished,,"Pop Ceiling,Kitchen Cabinets,Apartment,Wi-Fi,Hot Water,Chandelier,Tiled Floor,Air Conditioning,Wardrobe,Dishwasher,24 Hours Electricity,Pre Paid Meter,Balcony,Dining Area,Kitchen Shelf,Microwave",Yes,,,,,,,,,,,
"₦ 7,000,000","Lagos, Lekki, Lekki Phase 2",House,4 bedrooms,4 bathrooms,per annum,"Lake View Estate, (Adjacent VGC),Ajah, Lagos",Lake View Estate,,Newly Built,Semi-Furnished,,"Pop Ceiling,Dining Area,Pre Paid Meter,Tiled Floor,Wardrobe,Kitchen Cabinets,Kitchen Shelf,Hot Water",,,,,,,,,,,,
"₦ 3,000,000","Lagos, Lekki, Lekki Phase 2",Duplex,4 bedrooms,4 bathrooms,per annum,ELEGANZA,,,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 2,500,000",none,Bungalow,4 bedrooms,4 bathrooms,per annum,"ogunlaja drive , majek area",bashorun estate,800 sqm,Fairly Used,Furnished,Pets Allowed,"Balcony,Wardrobe,Tiled Floor,Kitchen Shelf,Dining Area,Kitchen Cabinets,Apartment,Microwave,Pop Ceiling,Refrigerator",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Bungalow,4 bedrooms,5 bathrooms,per quarter,trans ekulu,winner's estate,1900 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Pre Paid Meter,Dining Area,Balcony,24 Hours Electricity,Kitchen Cabinets,Tiled Floor,Wardrobe,Dishwasher,Pop Ceiling",,,,,,,,,,,,
"₦ 4,500,000","Lagos, Ikoyi, Old Ikoyi",Block of Flats,4 bedrooms,4 bathrooms,per annum,parkview ikoyi,park view ikoy,500 sqm,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 1,000,000","Enugu, Enugu / Enugu State",Bungalow,4 bedrooms,4 bathrooms,per annum,fidelity estate,,1200 sqm,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 1,200,000",none,Duplex,4 bedrooms,5 bathrooms,per annum,Imalete Estate opp beach wood Estate,Beach Wood Estate,,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 7,500,000","Lagos, Lekki, Lekki Phase 1",Townhouse/Terrace,4 bedrooms,5 bathrooms,per annum,The Rock drive.,By IMAX CINEMA,500 sqm,Newly Built,Unfurnished,Pets Allowed,"Pop Ceiling,Tiled Floor,Wardrobe,Kitchen Shelf,Pre Paid Meter,Hot Water,Chandelier,Dining Area,Kitchen Cabinets",,,,,,,,,,,,
"₦ 3,500,000","Lagos, Magodo, GRA Phase 2 Shangisha",Apartment,4 bedrooms,4 bathrooms,per annum,Magodo GRA 2 Shangisha,Magodo GRA 2,,Newly Built,Semi-Furnished,No Pets,"Chandelier,Tiled Floor,Wardrobe,Apartment,Kitchen Shelf,Kitchen Cabinets,Pre Paid Meter,Hot Water,Dining Area,Pop Ceiling,Balcony,24 Hours Electricity",,,,,,,,,,,,
"₦ 60,000","Lagos, Ikeja",Duplex,4 bedrooms,4 bathrooms,anually,"Muiz Banire Street, Ikeja GRA",,,Newly Built,Furnished,No Pets,"Hot Water,24 Hours Electricity,TV,Air Conditioning,Refrigerator,Microwave",,,,,,,,,,,,
"₦ 3,500,000","Lagos, Ajah",Duplex,4 bedrooms,4 bathrooms,per annum,"Ikota GRA, behind Mega Chicken",Ikota GRA,,Renovated,Semi-Furnished,,"24 Hours Electricity,Chandelier,Kitchen Cabinets,Pre Paid Meter,Microwave,Kitchen Shelf,Pop Ceiling,Dining Area,Tiled Floor,Wardrobe,Hot Water,Balcony",Yes,350000.0,155000.0,200000.0,,,,,,,,
"₦ 40,000","Lagos, Ikorodu, Agric",Duplex,4 bedrooms,4 bathrooms,per quarter,",fiwakesi street agbede agric ikorodu",FEM apartment,,Newly Built,Furnished,No Pets,"Air Conditioning,Balcony,Dining Area,Kitchen Cabinets,Microwave,Refrigerator,Tiled Floor,TV,Wardrobe",,,,,,,,,,,,
"₦ 6,000,000","Abuja, Jabi",Duplex,4 bedrooms,4 bathrooms,per annum,Jabi,,,Newly Built,Semi-Furnished,,"Balcony,Air Conditioning,Dining Area,Apartment,Dishwasher,Kitchen Shelf,Hot Water,Chandelier,Kitchen Cabinets,24 Hours Electricity",Yes,600000.0,300000.0,,,,,,,,,
"₦ 3,700,000","Lagos, Lekki, Ikota",Duplex,4 bedrooms,4 bathrooms,per annum,Ikota GRA Estate,Ikota GRA Estate,,Fairly Used,Unfurnished,No Pets,"Hot Water,Kitchen Cabinets,Pop Ceiling,Tiled Floor,Kitchen Shelf,Dining Area,Wardrobe,Balcony",,,,,,,,,,,,
"₦ 1,800,000","Lagos, Ajah",Duplex,4 bedrooms,5 bathrooms,per annum,"Unity Estate, Badore, Ajah",Unity Estate,,Newly Built,Semi-Furnished,,"Dining Area,Pop Ceiling,Pre Paid Meter,Chandelier,Kitchen Cabinets,Tiled Floor,Dishwasher,Hot Water,Wardrobe,Microwave,Kitchen Shelf,Balcony,Apartment",,,,,,,,,,,,
"₦ 1,200,000","Lagos, Ibeju, Awoyaya",Duplex,4 bedrooms,4 bathrooms,per annum,Awoyaya ajah by New roads,Awoyaya ajah by New roads,1000 sqm,Newly Built,Furnished,Pets Allowed,"Balcony,Air Conditioning,Chandelier,Dining Area,24 Hours Electricity,Hot Water,Dishwasher",,120.0,120.0,100.0,,,,,,,,
"₦ 400,000","Lagos, Ikorodu",Bungalow,4 bedrooms,5 bathrooms,anually,,,650 sqm,,,,,,,,,,5.0,Yes,,,,Yes,Yes
"₦ 3,000,000","Lagos, Lekki",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Unfurnished,,,,,,,,4.0,Yes,,,,,
"₦ 2,000,000","Lagos, Lekki",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,7.0,Yes,,,,Yes,Yes
"₦ 2,500,000","Abuja, Jahi",Duplex,4 bedrooms,4 bathrooms,per annum,jahi district,,,Renovated,Unfurnished,No Pets,"Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",Yes,5.0,10.0,,,,,,,,,
"₦ 3,500,000","Lagos, Lekki",House,4 bedrooms,5 bathrooms,per annum,Elegushi Royal Estate Ilasan.,,1350 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Hot Water,Microwave",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Bungalow,4 bedrooms,4 bathrooms,per annum,New heaven,,,Fairly Used,Semi-Furnished,,"Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Balcony,Kitchen Shelf",,,,,,,,,,,,
"₦ 1,900,000","Lagos, Lekki",House,4 bedrooms,4 bathrooms,anually,,,,,Furnished,,,,,,,,7.0,Yes,,,Yes,No,
"₦ 1,500,000","Lagos, Ajah",Duplex,4 bedrooms,4 bathrooms,anually,,,350 sqm,,Furnished,,,,,,,,4.0,Yes,,,Yes,Yes,
"₦ 5,500,000",none,Duplex,5 bedrooms,5 bathrooms,anually,106,Naf base Harmony estate,,Newly Built,Unfurnished,Pets Allowed,"Hot Water,Dishwasher,Pre Paid Meter,Dining Area,Balcony,Kitchen Shelf,Wardrobe,Kitchen Cabinets,24 Hours Electricity,Tiled Floor,Pop Ceiling",,,,,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,Off NTA,Back of NTA Port Harcourt,900 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Kitchen Cabinets,Pop Ceiling,Chandelier,Kitchen Shelf,Wardrobe,Tiled Floor,Dishwasher,24 Hours Electricity,Pre Paid Meter,Balcony,Dining Area,Hot Water",,,,,,,,,,,,
"₦ 3,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,mercyland off NTA Rd,Francis Estate,469 sqm,Newly Built,Furnished,Pets Allowed,"Dishwasher,Dining Area,Pre Paid Meter,Air Conditioning,Pop Ceiling,24 Hours Electricity,Kitchen Shelf,Tiled Floor,Wardrobe,Balcony,Kitchen Cabinets,Hot Water",,,,,,,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,,Furnished,Pets Allowed,,,,,,,4.0,Yes,Not Allowed,Allowed,Yes,Yes,
"₦ 1,600,000","Rivers, Port-Harcourt",Duplex,5 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,Yes,Yes,
"₦ 3,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Semi-Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,Yes,Yes,
"₦ 10,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,old GRA,bomari Estate,460 sqm,Newly Built,Furnished,Pets Allowed,"Dishwasher,Chandelier,Kitchen Cabinets,Wardrobe,Microwave,Hot Water,Kitchen Shelf,Pop Ceiling,Dining Area,24 Hours Electricity,Refrigerator,Tiled Floor,TV",,1000000.0,50000.0,1000000.0,,,,,,,,
"₦ 4,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,Ada George,,,Newly Built,Furnished,Pets Allowed,"Refrigerator,Hot Water,24 Hours Electricity,Dishwasher",,400.0,200.0,300.0,Standard,4.0,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,GRA PH,,,Newly Built,Furnished,No Pets,"Microwave,Air Conditioning,24 Hours Electricity,Refrigerator",,35000.0,1750.0,200.0,Standard,4.0,Yes,,,,,
"₦ 4,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 4,500,000","Rivers, Port-Harcourt, GRA Phase 1 / Port-Harcourt",Duplex,4 bedrooms,3 bathrooms,per annum,GRA PH,,,Newly Built,Unfurnished,,,,,,,,,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 2,800,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,,Unfurnished,,,,,,,,4.0,,,,Yes,,
"₦ 5,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,Newly Built,Furnished,Pets Allowed,,,,,,Standard,5.0,Yes,Allowed,Not Allowed,Yes,,
"₦ 5,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,Ada George,,,Newly Built,Furnished,,"Hot Water,Microwave,Wi-Fi,Dishwasher,Air Conditioning,TV",,,,,Standard,4.0,Yes,Allowed,Allowed,Yes,,
"₦ 2,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,Shell Cooperative Estate Off Eliozu,,,Newly Built,Unfurnished,,"Chandelier,Kitchen Cabinets,Pop Ceiling,Kitchen Shelf,Pre Paid Meter,Hot Water,Wardrobe,24 Hours Electricity,Balcony,Dining Area,Tiled Floor",,,,,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 3,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,Ahuoda Estate,Ahuoda,,Newly Built,Furnished,No Pets,"Kitchen Shelf,Kitchen Cabinets,Air Conditioning,Microwave,Hot Water,24 Hours Electricity,Dishwasher,Chandelier",,300.0,150.0,200.0,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,600 sqm,Newly Built,Furnished,Pets Allowed,,,,,,,5.0,Yes,Allowed,Allowed,Yes,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,Yes,Yes,
"₦ 2,600,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 4,500,000","Rivers, Port-Harcourt, Trans Amadi",Duplex,4 bedrooms,4 bathrooms,per annum,Odili Road Trans Amadi In Port-harcourt,,,Newly Built,Semi-Furnished,Pets Allowed,,,,,,,,,,,,,
"₦ 2,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Semi-Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,Yes,Yes,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,Peter Odili,,,,Furnished,Pets Allowed,"Hot Water,24 Hours Electricity,Dishwasher",,250.0,100.0,150.0,Standard,4.0,Yes,,,,,
"₦ 300,000","Imo, Owerri",Block of Flats,2 bedrooms,3 bathrooms,anually,,,,Newly Built,Semi-Furnished,Pets Allowed,"Kitchen Cabinets,Tiled Floor,Kitchen Shelf,Wardrobe,Dining Area,Balcony,Dishwasher",,30000.0,30000.0,30000.0,,,,,,,,
"₦ 300,000","Imo, Owerri",Apartment,2 bedrooms,2 bathrooms,anually,Located in Owerri,,800 sqm,Newly Built,Unfurnished,No Pets,Balcony,,,,,,,,,,,,
"₦ 276,000","Imo, Owerri",Apartment,2 bedrooms,2 bathrooms,anually,Located in Owerri,,1000 sqm,Newly Built,Unfurnished,No Pets,24 Hours Electricity,,50000.0,50000.0,,Standard,3.0,Yes,,,,,
"₦ 360,000","Imo, Owerri",Block of Flats,2 bedrooms,3 bathrooms,anually,,,,Newly Built,Semi-Furnished,Pets Allowed,"Dishwasher,Dining Area,24 Hours Electricity,Kitchen Shelf,Kitchen Cabinets,Balcony",,50000.0,40000.0,40000.0,,,,,,,,
"₦ 300,000","Imo, Owerri",Bungalow,2 bedrooms,2 bathrooms,anually,Located at Egbeada Housing Estate,,800 sqm,Newly Built,Semi-Furnished,No Pets,,,,,,Standard,3.0,Yes,,,,,
"₦ 360,000","Imo, Owerri",Apartment,2 bedrooms,2 bathrooms,anually,Located in Owerri,,700 sqm,Newly Built,Unfurnished,No Pets,,,50000.0,30000.0,,Standard,3.0,Yes,,,,,
"₦ 300,000","Imo, Owerri",Block of Flats,2 bedrooms,2 bathrooms,anually,"Located Within Spilbat Axis, Owerri",,600 sqm,Newly Built,Semi-Furnished,No Pets,,,,,,Standard,3.0,Yes,,,,,
"₦ 300,000","Imo, Owerri",Block of Flats,4 bedrooms,3 bathrooms,anually,Located in New Owerri,,800 sqm,Newly Built,Semi-Furnished,No Pets,,,60000.0,50000.0,50000.0,Standard,4.0,Yes,,,,,
"₦ 360,000","Imo, Owerri",Apartment,2 bedrooms,2 bathrooms,anually,Located in Owerri,,700 sqm,Newly Built,Semi-Furnished,No Pets,,,50000.0,50000.0,50000.0,Standard,3.0,Yes,,,,,
"₦ 300,000","Imo, Owerri",Apartment,2 bedrooms,2 bathrooms,anually,Located at FUTO Main,,600 sqm,Newly Built,Unfurnished,No Pets,"Balcony,Dining Area,Tiled Floor",,30000.0,30000.0,20000.0,,,,,,,,
"₦ 2,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,per annum,Behind Concord Hotel New Owerri,Jeuidco Homes,500 sqm,Newly Built,Unfurnished,,"Dining Area,Wardrobe,Pop Ceiling,Kitchen Cabinets,Air Conditioning,Pre Paid Meter,TV,24 Hours Electricity,Balcony,Chandelier,Tiled Floor,Hot Water",,,,,,,,,,,,
"₦ 850,000","Imo, Owerri",Block of Flats,4 bedrooms,4 bathrooms,per annum,Federal Housing Owerri,Jeuidco Homes,500 sqm,Newly Built,Furnished,No Pets,"Wardrobe,Pre Paid Meter,Hot Water,24 Hours Electricity,Kitchen Cabinets,Balcony,Dining Area,Tiled Floor,Pop Ceiling",,,,,,,,,,,,
"₦ 2,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,per annum,Concord axis,Jeuidco Homes,1000 sqm,Newly Built,Unfurnished,,"Balcony,Pre Paid Meter,Dining Area,Wardrobe,Pop Ceiling,Tiled Floor,Kitchen Cabinets,TV,Hot Water,24 Hours Electricity",,,,,,,,,,,,
"₦ 1,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,,,1500 sqm,,Furnished,Pets Allowed,,,,,,,5.0,Yes,Allowed,Allowed,No,Yes,
"₦ 2,000,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,,,1500 sqm,,Furnished,Pets Allowed,,,,,,,5.0,Yes,Allowed,Allowed,No,Yes,
"₦ 1,000,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,Located at New Owerri,,1500 sqm,Fairly Used,Furnished,No Pets,,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 1,200,000","Imo, Owerri",Bungalow,4 bedrooms,5 bathrooms,per annum,Federal Housing Umuguma,Jeuidco Homes,600 sqm,Fairly Used,Furnished,,"Refrigerator,TV,Air Conditioning,Wardrobe,Pop Ceiling,Dining Area,Pre Paid Meter,Microwave,Kitchen Cabinets,24 Hours Electricity,Hot Water,Tiled Floor",,,,,,,,,,,,
"₦ 2,000,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,Located at New Owerri,,450 sqm,Newly Built,Furnished,Pets Allowed,,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 2,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,,,1500 sqm,,,,,,,,,,5.0,Yes,,,No,No,Yes
"₦ 3,500,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,"Located in New Owerri, Concord Axis.",,450 sqm,Newly Built,Furnished,Pets Allowed,Hot Water,,,,,Standard,5.0,Yes,Allowed,Allowed,No,,
"₦ 2,500,000","Abuja, Wuye",Block of Flats,3 bedrooms,3 bathrooms,per annum,#NAME?,,,,Semi-Furnished,,,,,,,,,,,,,,
"₦ 6,500,000","Abuja, Asokoro",Bungalow,3 bedrooms,4 bathrooms,per annum,Asokoro Abuja,,,Newly Built,Furnished,Pets Allowed,"Apartment,Kitchen Shelf,Kitchen Cabinets,Refrigerator,Pop Ceiling,Tiled Floor,TV,Chandelier,Wi-Fi,24 Hours Electricity,Dining Area,Hot Water,Pre Paid Meter,Balcony,Wardrobe,Air Conditioning,Dishwasher,Microwave",,,,,,,,,,,,
"₦ 5,000,000","Abuja, Guzape District",Block of Flats,3 bedrooms,4 bathrooms,per annum,Guzape,,,Newly Built,Semi-Furnished,,"24 Hours Electricity,Kitchen Cabinets,Hot Water,Pop Ceiling,Dining Area,Chandelier,Kitchen Shelf,Air Conditioning,Balcony",Yes,10.0,5.0,,,,,,,,,
"₦ 8,000,000","Abuja, Katampe, Katampe (Main)",Block of Flats,3 bedrooms,4 bathrooms,per annum,katampe main,mercury icon home,,Newly Built,Semi-Furnished,,"Air Conditioning,Balcony,Chandelier,Dishwasher",Yes,,,,,,,,,,,
"₦ 1,700,000","Abuja, Galadimawa",Bungalow,3 bedrooms,5 bathrooms,per annum,galadimawa,galadimawa,,,Unfurnished,Pets Allowed,"Kitchen Cabinets,Dishwasher,Kitchen Shelf,24 Hours Electricity,Balcony,Dining Area,Hot Water,Apartment",Yes,170000.0,65000.0,,,,,,,,,
"₦ 2,000,000","Abuja, Galadimawa",Bungalow,3 bedrooms,4 bathrooms,per annum,Galadimawa,Galadimawa,,Newly Built,Unfurnished,Pets Allowed,"Kitchen Cabinets,Hot Water,Dining Area,Dishwasher,24 Hours Electricity,Apartment,Balcony,Chandelier",Yes,200000.0,100000.0,100000.0,,,,,,,,
"₦ 3,500,000","Abuja, Jabi",Block of Flats,3 bedrooms,4 bathrooms,per annum,Jabi,,,,Semi-Furnished,,"Chandelier,Wardrobe,Air Conditioning,Hot Water,Dining Area,24 Hours Electricity,Balcony,Pop Ceiling,Tiled Floor,Apartment,Kitchen Cabinets,Kitchen Shelf,Pre Paid Meter",,,,,,,,,,,,
"₦ 3,500,000","Abuja, Guzape District",Block of Flats,3 bedrooms,4 bathrooms,per annum,Before Coza church,guzape,14 sqm,Newly Built,Unfurnished,,"Tiled Floor,Dining Area,24 Hours Electricity,Wardrobe,Balcony,Chandelier,Air Conditioning,Dishwasher,Hot Water,Kitchen Shelf,Kitchen Cabinets,Pop Ceiling,Pre Paid Meter,Microwave",Yes,10.0,5.0,,,,,,,,,
"₦ 3,000,000","Abuja, Gudu",Apartment,3 bedrooms,4 bathrooms,per annum,"Behind GAAT school, gudu",hallmark estate,,Newly Built,Unfurnished,,"Balcony,Chandelier,Hot Water,Pre Paid Meter,Apartment,Pop Ceiling,Kitchen Shelf,24 Hours Electricity,Kitchen Cabinets,Dining Area",,,,,,,,,,,,
